,Latitude,Longitude,Arithmetic Mean Ozone,1st Max Value Ozone,AQI Ozone,Arithmetic Mean CO,1st Max Value CO,AQI CO,Arithmetic Mean NO2,1st Max Value NO2,AQI NO2,Arithmetic Mean SO2,1st Max Value SO2,AQI SO2,clusters,cluster
305557,40.736389,-111.872222,0.044353,0.052,48.0,0.029167,0.1,1.0,2.969565,5.6,5.0,0.675,1.0,1.0,3,dark purple
305559,40.736389,-111.872222,0.044353,0.052,48.0,0.029167,0.1,1.0,2.666667,5.3,5.0,0.675,1.0,1.0,3,dark purple
305565,40.736389,-111.872222,0.045,0.048,44.0,0.0375,0.1,1.0,4.317391,13.1,12.0,0.7875,1.1,1.0,3,dark purple
305567,40.736389,-111.872222,0.045,0.048,44.0,0.0375,0.1,1.0,3.975,11.9,10.0,0.7875,1.1,1.0,3,dark purple
305573,40.736389,-111.872222,0.039941,0.045,42.0,0.029167,0.1,1.0,3.356522,13.6,12.0,0.504348,0.8,0.0,3,dark purple
305575,40.736389,-111.872222,0.039941,0.045,42.0,0.029167,0.1,1.0,3.13913,12.4,11.0,0.504348,0.8,0.0,3,dark purple
305581,40.736389,-111.872222,0.037471,0.049,45.0,0.095833,0.2,2.0,10.773913,32.0,30.0,0.573913,1.0,1.0,1,dark pink
305583,40.736389,-111.872222,0.037471,0.049,45.0,0.095833,0.2,2.0,8.7,29.7,27.0,0.573913,1.0,1.0,1,dark pink
305589,40.736389,-111.872222,0.049471,0.055,51.0,0.104167,0.2,2.0,10.229167,32.0,30.0,0.529167,0.8,0.0,1,dark pink
305591,40.736389,-111.872222,0.049471,0.055,51.0,0.104167,0.2,2.0,8.63913,29.1,27.0,0.529167,0.8,0.0,1,dark pink
305597,40.736389,-111.872222,0.037882,0.047,44.0,0.058333,0.1,1.0,5.425,18.2,17.0,0.204167,0.5,0.0,3,dark purple
305599,40.736389,-111.872222,0.037882,0.047,44.0,0.058333,0.1,1.0,4.9125,17.4,16.0,0.204167,0.5,0.0,3,dark purple
305605,40.736389,-111.872222,0.034529,0.043,40.0,0.1,0.1,1.0,7.491667,25.9,24.0,0.2625,0.4,0.0,3,dark purple
305607,40.736389,-111.872222,0.034529,0.043,40.0,0.1,0.1,1.0,6.954167,24.4,23.0,0.2625,0.4,0.0,3,dark purple
305613,40.736389,-111.872222,0.033588,0.052,48.0,0.079167,0.2,2.0,8.630435,19.3,18.0,0.295833,0.7,0.0,3,dark purple
305615,40.736389,-111.872222,0.033588,0.052,48.0,0.079167,0.2,2.0,8.125,17.8,16.0,0.295833,0.7,0.0,3,dark purple
305621,40.736389,-111.872222,0.039353,0.056,54.0,0.075,0.1,1.0,7.617391,13.9,12.0,0.6,1.2,1.0,3,dark purple
305623,40.736389,-111.872222,0.039353,0.056,54.0,0.075,0.1,1.0,6.808333,12.8,11.0,0.6,1.2,1.0,3,dark purple
305629,40.736389,-111.872222,0.037824,0.048,44.0,0.091667,0.2,2.0,9.275,26.0,25.0,0.875,1.5,1.0,1,dark pink
305631,40.736389,-111.872222,0.037824,0.048,44.0,0.091667,0.2,2.0,8.4375,23.7,22.0,0.875,1.5,1.0,3,dark purple
305637,40.736389,-111.872222,0.035765,0.045,42.0,0.0,0.0,0.0,6.179167,14.3,13.0,0.652174,1.5,1.0,3,dark purple
305639,40.736389,-111.872222,0.035765,0.045,42.0,0.0,0.0,0.0,5.473913,12.3,11.0,0.652174,1.5,1.0,3,dark purple
305645,40.736389,-111.872222,0.041412,0.053,49.0,0.075,0.1,1.0,7.508333,15.1,14.0,0.5625,0.9,0.0,3,dark purple
305647,40.736389,-111.872222,0.041412,0.053,49.0,0.075,0.1,1.0,6.582609,14.0,13.0,0.5625,0.9,0.0,3,dark purple
305653,40.736389,-111.872222,0.041647,0.045,42.0,0.091667,0.2,2.0,7.279167,24.7,23.0,0.879167,1.2,1.0,3,dark purple
305655,40.736389,-111.872222,0.041647,0.045,42.0,0.091667,0.2,2.0,6.529167,23.0,22.0,0.879167,1.2,1.0,3,dark purple
305661,40.736389,-111.872222,0.038882,0.041,38.0,0.054167,0.1,1.0,3.5125,8.9,8.0,0.725,1.5,1.0,3,dark purple
305663,40.736389,-111.872222,0.038882,0.041,38.0,0.054167,0.1,1.0,3.295833,8.4,8.0,0.725,1.5,1.0,3,dark purple
305669,40.736389,-111.872222,0.044118,0.051,47.0,0.020833,0.1,1.0,2.395652,7.6,7.0,0.504167,0.7,0.0,3,dark purple
305671,40.736389,-111.872222,0.044118,0.051,47.0,0.020833,0.1,1.0,2.004167,6.6,6.0,0.504167,0.7,0.0,3,dark purple
305677,40.736389,-111.872222,0.044765,0.052,48.0,0.041667,0.1,1.0,3.656522,12.8,11.0,0.491667,0.8,0.0,3,dark purple
305679,40.736389,-111.872222,0.044765,0.052,48.0,0.041667,0.1,1.0,3.366667,11.8,10.0,0.491667,0.8,0.0,3,dark purple
305685,40.736389,-111.872222,0.041235,0.048,44.0,0.0375,0.1,1.0,5.391667,13.7,12.0,0.558333,1.1,1.0,3,dark purple
305687,40.736389,-111.872222,0.041235,0.048,44.0,0.0375,0.1,1.0,4.85,12.7,11.0,0.558333,1.1,1.0,3,dark purple
305693,40.736389,-111.872222,0.045118,0.05,46.0,0.0625,0.1,1.0,6.283333,23.4,22.0,0.565217,0.9,0.0,3,dark purple
305695,40.736389,-111.872222,0.045118,0.05,46.0,0.0625,0.1,1.0,5.017391,16.9,15.0,0.565217,0.9,0.0,3,dark purple
305701,40.736389,-111.872222,0.035882,0.049,45.0,0.041667,0.1,1.0,6.129167,19.6,18.0,0.541667,0.9,0.0,3,dark purple
305703,40.736389,-111.872222,0.035882,0.049,45.0,0.041667,0.1,1.0,5.065217,16.0,15.0,0.541667,0.9,0.0,3,dark purple
305709,40.736389,-111.872222,0.037706,0.043,40.0,0.077778,0.1,1.0,9.027273,20.8,19.0,0.704762,1.1,1.0,3,dark purple
305711,40.736389,-111.872222,0.037706,0.043,40.0,0.077778,0.1,1.0,8.330435,19.2,18.0,0.704762,1.1,1.0,3,dark purple
305717,40.736389,-111.872222,0.049059,0.061,71.0,0.041667,0.1,1.0,4.679167,12.3,11.0,0.941667,1.4,1.0,0,pink
305719,40.736389,-111.872222,0.049059,0.061,71.0,0.041667,0.1,1.0,4.120833,11.7,10.0,0.941667,1.4,1.0,0,pink
305725,40.736389,-111.872222,0.038176,0.041,38.0,0.020833,0.1,1.0,3.595652,7.0,7.0,1.025,1.4,1.0,3,dark purple
305727,40.736389,-111.872222,0.038176,0.041,38.0,0.020833,0.1,1.0,3.079167,6.1,6.0,1.025,1.4,1.0,3,dark purple
305733,40.736389,-111.872222,0.032588,0.041,38.0,0.0,0.0,0.0,2.452174,6.7,6.0,1.079167,1.4,1.0,3,dark purple
305735,40.736389,-111.872222,0.032588,0.041,38.0,0.0,0.0,0.0,2.2,5.6,5.0,1.079167,1.4,1.0,3,dark purple
305741,40.736389,-111.872222,0.023059,0.033,31.0,0.0,0.0,0.0,3.270833,9.8,8.0,0.845833,1.0,1.0,3,dark purple
305743,40.736389,-111.872222,0.023059,0.033,31.0,0.0,0.0,0.0,3.1125,8.9,8.0,0.845833,1.0,1.0,3,dark purple
305749,40.736389,-111.872222,0.036529,0.039,36.0,0.070833,0.2,2.0,5.845833,15.8,14.0,0.752174,1.6,1.0,3,dark purple
305751,40.736389,-111.872222,0.036529,0.039,36.0,0.070833,0.2,2.0,5.065217,14.7,13.0,0.752174,1.6,1.0,3,dark purple
305757,40.736389,-111.872222,0.045059,0.057,58.0,0.0,0.0,0.0,2.95,6.9,6.0,0.75,1.2,1.0,3,dark purple
305759,40.736389,-111.872222,0.045059,0.057,58.0,0.0,0.0,0.0,2.6,6.2,6.0,0.75,1.2,1.0,3,dark purple
305765,40.736389,-111.872222,0.053824,0.064,80.0,0.05,0.1,1.0,8.541667,18.8,17.0,0.970833,1.5,1.0,0,pink
305767,40.736389,-111.872222,0.053824,0.064,80.0,0.05,0.1,1.0,7.308333,17.2,16.0,0.970833,1.5,1.0,0,pink
305773,40.736389,-111.872222,0.049471,0.064,80.0,0.075,0.2,2.0,8.325,21.0,20.0,1.4,1.9,1.0,0,pink
305775,40.736389,-111.872222,0.049471,0.064,80.0,0.075,0.2,2.0,7.204167,19.3,18.0,1.4,1.9,1.0,0,pink
305781,40.736389,-111.872222,0.036176,0.05,46.0,0.045833,0.1,1.0,5.304348,12.0,11.0,1.341667,1.6,1.0,3,dark purple
305783,40.736389,-111.872222,0.036176,0.05,46.0,0.045833,0.1,1.0,4.879167,11.0,10.0,1.341667,1.6,1.0,3,dark purple
305789,40.736389,-111.872222,0.03,0.039,36.0,0.0375,0.1,1.0,4.513043,9.9,8.0,1.433333,1.8,1.0,3,dark purple
305791,40.736389,-111.872222,0.03,0.039,36.0,0.0375,0.1,1.0,4.095833,9.1,8.0,1.433333,1.8,1.0,3,dark purple
305797,40.736389,-111.872222,0.044353,0.052,48.0,0.029167,0.1,1.0,4.8,18.3,17.0,1.2875,1.6,1.0,3,dark purple
305799,40.736389,-111.872222,0.044353,0.052,48.0,0.029167,0.1,1.0,4.320833,16.9,15.0,1.2875,1.6,1.0,3,dark purple
305805,40.736389,-111.872222,0.050353,0.06,67.0,0.075,0.2,2.0,7.220833,18.9,17.0,1.134783,1.7,1.0,0,pink
305807,40.736389,-111.872222,0.050353,0.06,67.0,0.075,0.2,2.0,5.978261,15.9,14.0,1.134783,1.7,1.0,0,pink
305813,40.736389,-111.872222,0.050765,0.068,93.0,0.104167,0.2,2.0,11.354167,32.2,30.0,1.270833,2.4,3.0,0,pink
305815,40.736389,-111.872222,0.050765,0.068,93.0,0.104167,0.2,2.0,9.926087,29.8,27.0,1.270833,2.4,3.0,0,pink
305821,40.736389,-111.872222,0.049235,0.065,84.0,0.083333,0.1,1.0,8.095833,16.1,15.0,1.458333,2.6,3.0,0,pink
305823,40.736389,-111.872222,0.049235,0.065,84.0,0.083333,0.1,1.0,6.920833,14.9,13.0,1.458333,2.6,3.0,0,pink
305829,40.736389,-111.872222,0.048294,0.065,84.0,0.095833,0.2,2.0,7.8875,15.7,14.0,1.370833,1.8,1.0,0,pink
305831,40.736389,-111.872222,0.048294,0.065,84.0,0.095833,0.2,2.0,9.65,9.9,8.0,1.370833,1.8,1.0,0,pink
305837,40.736389,-111.872222,0.037941,0.048,44.0,0.0625,0.1,1.0,5.356522,12.3,11.0,1.441667,2.1,3.0,3,dark purple
305839,40.736389,-111.872222,0.037941,0.048,44.0,0.0625,0.1,1.0,4.817391,11.1,10.0,1.441667,2.1,3.0,3,dark purple
305845,40.736389,-111.872222,0.041941,0.054,50.0,0.033333,0.1,1.0,3.647826,8.9,8.0,1.604167,1.9,1.0,3,dark purple
305847,40.736389,-111.872222,0.041941,0.054,50.0,0.033333,0.1,1.0,3.445833,8.6,8.0,1.604167,1.9,1.0,3,dark purple
305853,40.736389,-111.872222,0.037765,0.046,43.0,0.0,0.0,0.0,3.104167,7.6,7.0,1.291667,1.9,1.0,3,dark purple
305855,40.736389,-111.872222,0.037765,0.046,43.0,0.0,0.0,0.0,2.741667,7.2,7.0,1.291667,1.9,1.0,3,dark purple
305861,40.736389,-111.872222,0.039059,0.049,45.0,0.041667,0.1,1.0,5.145833,12.0,11.0,1.16087,1.5,1.0,3,dark purple
305863,40.736389,-111.872222,0.039059,0.049,45.0,0.041667,0.1,1.0,4.117391,10.9,9.0,1.16087,1.5,1.0,3,dark purple
305869,40.736389,-111.872222,0.048294,0.057,58.0,0.0625,0.1,1.0,5.708333,8.2,8.0,1.1625,1.6,1.0,3,dark purple
305871,40.736389,-111.872222,0.048294,0.057,58.0,0.0625,0.1,1.0,4.534783,6.8,6.0,1.1625,1.6,1.0,3,dark purple
305877,40.736389,-111.872222,0.044529,0.052,48.0,0.091667,0.2,2.0,7.429167,19.4,18.0,1.291667,1.6,1.0,3,dark purple
305879,40.736389,-111.872222,0.044529,0.052,48.0,0.091667,0.2,2.0,6.608333,17.3,16.0,1.291667,1.6,1.0,3,dark purple
305885,40.736389,-111.872222,0.048529,0.053,49.0,0.0625,0.1,1.0,5.879167,22.4,21.0,1.5125,1.7,1.0,3,dark purple
305887,40.736389,-111.872222,0.048529,0.053,49.0,0.0625,0.1,1.0,5.3875,20.7,19.0,1.5125,1.7,1.0,3,dark purple
305893,40.736389,-111.872222,0.040588,0.045,42.0,0.0,0.0,0.0,3.295652,8.4,8.0,1.454167,1.7,1.0,3,dark purple
305895,40.736389,-111.872222,0.040588,0.045,42.0,0.0,0.0,0.0,3.195833,7.7,7.0,1.454167,1.7,1.0,3,dark purple
305901,40.736389,-111.872222,0.046647,0.055,51.0,0.025,0.1,1.0,2.36087,7.5,7.0,1.333333,1.6,1.0,3,dark purple
305903,40.736389,-111.872222,0.046647,0.055,51.0,0.025,0.1,1.0,2.2,6.8,6.0,1.333333,1.6,1.0,3,dark purple
305909,40.736389,-111.872222,0.041294,0.045,42.0,0.0,0.0,0.0,2.591667,4.8,4.0,1.020833,1.3,1.0,3,dark purple
305911,40.736389,-111.872222,0.041294,0.045,42.0,0.0,0.0,0.0,2.1625,4.4,4.0,1.020833,1.3,1.0,3,dark purple
305917,40.736389,-111.872222,0.048,0.06,67.0,0.029167,0.1,1.0,6.120833,18.2,17.0,1.182609,1.5,1.0,0,pink
305919,40.736389,-111.872222,0.048,0.06,67.0,0.029167,0.1,1.0,4.786957,15.2,14.0,1.182609,1.5,1.0,0,pink
305925,40.736389,-111.872222,0.054176,0.068,93.0,0.104167,0.2,2.0,8.916667,20.7,19.0,1.391667,2.1,3.0,0,pink
305927,40.736389,-111.872222,0.054176,0.068,93.0,0.104167,0.2,2.0,8.1125,18.4,17.0,1.391667,2.1,3.0,0,pink
305933,40.736389,-111.872222,0.043176,0.054,50.0,0.070833,0.2,2.0,6.291667,19.6,18.0,1.35,1.5,1.0,3,dark purple
305935,40.736389,-111.872222,0.043176,0.054,50.0,0.070833,0.2,2.0,3.5375,12.7,11.0,1.35,1.5,1.0,3,dark purple
305941,40.736389,-111.872222,0.044176,0.059,64.0,0.033333,0.1,1.0,5.175,14.8,13.0,1.4,1.6,1.0,0,pink
305943,40.736389,-111.872222,0.044176,0.059,64.0,0.033333,0.1,1.0,4.445833,13.5,12.0,1.4,1.6,1.0,0,pink
305949,40.736389,-111.872222,0.047059,0.058,61.0,0.054167,0.1,1.0,5.23913,13.0,12.0,1.395833,1.9,1.0,3,dark purple
305951,40.736389,-111.872222,0.047059,0.058,61.0,0.054167,0.1,1.0,4.4,11.6,10.0,1.395833,1.9,1.0,3,dark purple
305957,40.736389,-111.872222,0.045176,0.058,61.0,0.029167,0.1,1.0,4.052174,10.9,9.0,1.370833,1.9,1.0,3,dark purple
305959,40.736389,-111.872222,0.045176,0.058,61.0,0.029167,0.1,1.0,3.166667,9.7,8.0,1.370833,1.9,1.0,3,dark purple
305965,40.736389,-111.872222,0.050235,0.06,67.0,0.045833,0.1,1.0,6.554167,19.2,18.0,1.320833,1.7,1.0,0,pink
305967,40.736389,-111.872222,0.050235,0.06,67.0,0.045833,0.1,1.0,5.570833,17.5,16.0,1.320833,1.7,1.0,0,pink
305973,40.736389,-111.872222,0.043222,0.047,44.0,0.06,0.2,2.0,6.983333,16.5,15.0,1.270588,1.5,1.0,3,dark purple
305975,40.736389,-111.872222,0.043222,0.047,44.0,0.06,0.2,2.0,6.323529,15.5,14.0,1.270588,1.5,1.0,3,dark purple
305981,40.736389,-111.872222,0.044235,0.054,50.0,0.0,0.0,0.0,4.6,13.3,12.0,1.458333,2.0,3.0,3,dark purple
305983,40.736389,-111.872222,0.044235,0.054,50.0,0.0,0.0,0.0,4.143478,12.6,11.0,1.458333,2.0,3.0,3,dark purple
305989,40.736389,-111.872222,0.056,0.07,100.0,0.041667,0.1,1.0,5.095833,13.6,12.0,1.808333,2.5,3.0,0,pink
305991,40.736389,-111.872222,0.056,0.07,100.0,0.041667,0.1,1.0,4.208333,11.7,10.0,1.808333,2.5,3.0,0,pink
305997,40.736389,-111.872222,0.043882,0.046,43.0,0.0,0.0,0.0,2.741667,7.4,7.0,1.595833,2.0,3.0,3,dark purple
305999,40.736389,-111.872222,0.043882,0.046,43.0,0.0,0.0,0.0,2.4125,7.1,7.0,1.595833,2.0,3.0,3,dark purple
306005,40.736389,-111.872222,0.037706,0.043,40.0,0.008333,0.1,1.0,3.343478,12.8,11.0,1.85,2.4,3.0,3,dark purple
306007,40.736389,-111.872222,0.037706,0.043,40.0,0.008333,0.1,1.0,2.9875,12.0,11.0,1.85,2.4,3.0,3,dark purple
306013,40.736389,-111.872222,0.040706,0.042,39.0,0.020833,0.1,1.0,1.934783,6.8,6.0,1.833333,3.6,4.0,3,dark purple
306015,40.736389,-111.872222,0.040706,0.042,39.0,0.020833,0.1,1.0,1.6125,2.3,2.0,1.833333,3.6,4.0,3,dark purple
306019,40.736389,-111.872222,0.043294,0.05,46.0,0.004167,0.1,1.0,2.666667,12.2,11.0,1.95,5.0,7.0,3,dark purple
306025,40.736389,-111.872222,0.041529,0.046,43.0,0.033333,0.1,1.0,4.183333,10.0,9.0,1.778261,2.2,3.0,3,dark purple
306027,40.736389,-111.872222,0.041529,0.046,43.0,0.033333,0.1,1.0,3.25625,6.9,6.0,1.778261,2.2,3.0,3,dark purple
306033,40.736389,-111.872222,0.040353,0.049,45.0,0.0,0.0,0.0,3.841667,11.8,10.0,1.766667,1.9,1.0,3,dark purple
306035,40.736389,-111.872222,0.040353,0.049,45.0,0.0,0.0,0.0,3.245455,10.4,9.0,1.766667,1.9,1.0,3,dark purple
306041,40.736389,-111.872222,0.043412,0.052,48.0,0.025,0.1,1.0,4.7625,13.4,12.0,1.654167,1.9,1.0,3,dark purple
306043,40.736389,-111.872222,0.043412,0.052,48.0,0.025,0.1,1.0,4.541667,12.9,11.0,1.654167,1.9,1.0,3,dark purple
306049,40.736389,-111.872222,0.049,0.05,46.0,0.09375,0.1,1.0,7.828571,21.1,20.0,1.664286,2.3,3.0,3,dark purple
306051,40.736389,-111.872222,0.049,0.05,46.0,0.09375,0.1,1.0,7.242857,19.5,18.0,1.664286,2.3,3.0,3,dark purple
306060,40.736389,-111.872222,0.048,0.062,74.0,0.016667,0.1,1.0,2.854545,4.0,4.0,0.325,0.7,0.0,0,pink
306064,40.736389,-111.872222,0.050824,0.062,74.0,0.029167,0.1,1.0,4.256522,8.8,8.0,0.308333,0.6,0.0,0,pink
306068,40.736389,-111.872222,0.051941,0.064,80.0,0.066667,0.1,1.0,4.7,11.4,10.0,0.345833,0.6,0.0,0,pink
306072,40.736389,-111.872222,0.049118,0.058,61.0,0.0625,0.1,1.0,5.725,13.6,12.0,0.3375,0.8,0.0,3,dark purple
306078,40.736389,-111.872222,0.048118,0.06,67.0,0.0375,0.1,1.0,6.529167,12.4,11.0,0.430435,0.8,0.0,0,pink
306080,40.736389,-111.872222,0.048118,0.06,67.0,0.0375,0.1,1.0,4.05,8.1,8.0,0.430435,0.8,0.0,0,pink
306086,40.736389,-111.872222,0.054,0.066,87.0,0.066667,0.1,1.0,5.995833,14.4,13.0,0.566667,2.1,3.0,0,pink
306088,40.736389,-111.872222,0.054,0.066,87.0,0.066667,0.1,1.0,4.955556,9.1,8.0,0.566667,2.1,3.0,0,pink
306094,40.736389,-111.872222,0.060353,0.076,119.0,0.120833,0.2,2.0,10.654167,24.5,23.0,0.458333,0.8,0.0,0,pink
306096,40.736389,-111.872222,0.060353,0.076,119.0,0.120833,0.2,2.0,10.520833,24.4,23.0,0.458333,0.8,0.0,0,pink
306102,40.736389,-111.872222,0.041824,0.056,54.0,0.0875,0.2,2.0,8.829167,18.7,17.0,0.429167,1.3,1.0,3,dark purple
306104,40.736389,-111.872222,0.041824,0.056,54.0,0.0875,0.2,2.0,8.9375,18.9,17.0,0.429167,1.3,1.0,3,dark purple
306110,40.736389,-111.872222,0.032471,0.046,43.0,0.058333,0.1,1.0,6.204348,12.6,11.0,0.4,0.8,0.0,3,dark purple
306112,40.736389,-111.872222,0.032471,0.046,43.0,0.058333,0.1,1.0,6.554167,12.2,11.0,0.4,0.8,0.0,3,dark purple
306118,40.736389,-111.872222,0.047706,0.059,64.0,0.008333,0.1,1.0,4.117391,8.1,8.0,0.341667,0.9,0.0,3,dark purple
306120,40.736389,-111.872222,0.047706,0.059,64.0,0.008333,0.1,1.0,4.379167,9.2,8.0,0.341667,0.9,0.0,3,dark purple
306126,40.736389,-111.872222,0.051765,0.063,77.0,0.070833,0.1,1.0,7.3125,18.2,17.0,0.183333,0.6,0.0,0,pink
306128,40.736389,-111.872222,0.051765,0.063,77.0,0.070833,0.1,1.0,7.0,12.2,11.0,0.183333,0.6,0.0,0,pink
306134,40.736389,-111.872222,0.040765,0.059,64.0,0.054167,0.1,1.0,8.125,17.4,16.0,0.266667,0.9,0.0,0,pink
306136,40.736389,-111.872222,0.040765,0.059,64.0,0.054167,0.1,1.0,8.366667,18.2,17.0,0.266667,0.9,0.0,0,pink
306142,40.736389,-111.872222,0.047294,0.058,61.0,0.091667,0.2,2.0,8.354167,24.2,23.0,0.0625,0.2,0.0,0,pink
306144,40.736389,-111.872222,0.047294,0.058,61.0,0.091667,0.2,2.0,8.525,24.0,23.0,0.0625,0.2,0.0,0,pink
306150,40.736389,-111.872222,0.049118,0.054,50.0,0.05,0.1,1.0,4.93913,15.5,14.0,0.0625,0.2,0.0,3,dark purple
306152,40.736389,-111.872222,0.049118,0.054,50.0,0.05,0.1,1.0,5.133333,16.0,15.0,0.0625,0.2,0.0,3,dark purple
306158,40.736389,-111.872222,0.048294,0.059,64.0,0.025,0.1,1.0,3.547826,5.7,5.0,0.1,0.5,0.0,3,dark purple
306160,40.736389,-111.872222,0.048294,0.059,64.0,0.025,0.1,1.0,3.85,6.1,6.0,0.1,0.5,0.0,3,dark purple
306166,40.736389,-111.872222,0.045412,0.059,64.0,0.0125,0.1,1.0,5.341667,11.7,10.0,0.141667,0.8,0.0,0,pink
306168,40.736389,-111.872222,0.045412,0.059,64.0,0.0125,0.1,1.0,5.691667,12.0,11.0,0.141667,0.8,0.0,0,pink
306174,40.736389,-111.872222,0.048588,0.054,50.0,0.05,0.1,1.0,5.675,13.9,12.0,0.134783,0.5,0.0,3,dark purple
306176,40.736389,-111.872222,0.048588,0.054,50.0,0.05,0.1,1.0,5.572727,14.1,13.0,0.134783,0.5,0.0,3,dark purple
306182,40.736389,-111.872222,0.054059,0.069,97.0,0.033333,0.1,1.0,5.133333,13.5,12.0,0.1375,0.5,0.0,0,pink
306184,40.736389,-111.872222,0.054059,0.069,97.0,0.033333,0.1,1.0,5.452174,13.6,12.0,0.1375,0.5,0.0,0,pink
306190,40.736389,-111.872222,0.053294,0.068,93.0,0.083333,0.1,1.0,6.954167,21.1,20.0,0.170833,0.5,0.0,0,pink
306192,40.736389,-111.872222,0.053294,0.068,93.0,0.083333,0.1,1.0,7.229167,21.7,20.0,0.170833,0.5,0.0,0,pink
306198,40.736389,-111.872222,0.042294,0.047,44.0,0.083333,0.1,1.0,7.375,22.4,21.0,0.166667,0.4,0.0,3,dark purple
306200,40.736389,-111.872222,0.042294,0.047,44.0,0.083333,0.1,1.0,6.016667,9.9,8.0,0.166667,0.4,0.0,3,dark purple
306206,40.736389,-111.872222,0.042471,0.049,45.0,0.025,0.1,1.0,4.695652,15.0,14.0,0.033333,0.2,0.0,3,dark purple
306208,40.736389,-111.872222,0.042471,0.049,45.0,0.025,0.1,1.0,4.7125,14.0,13.0,0.033333,0.2,0.0,3,dark purple
306214,40.736389,-111.872222,0.051647,0.062,74.0,0.058333,0.1,1.0,3.813043,8.0,8.0,0.120833,0.6,0.0,0,pink
306216,40.736389,-111.872222,0.051647,0.062,74.0,0.058333,0.1,1.0,5.275,7.9,7.0,0.120833,0.6,0.0,0,pink
306222,40.736389,-111.872222,0.050471,0.06,67.0,0.041667,0.1,1.0,5.3875,17.1,16.0,0.170833,0.6,0.0,0,pink
306224,40.736389,-111.872222,0.050471,0.06,67.0,0.041667,0.1,1.0,4.453333,9.2,8.0,0.170833,0.6,0.0,0,pink
306230,40.736389,-111.872222,0.056941,0.07,100.0,0.091667,0.2,2.0,7.045833,23.1,22.0,0.173913,0.4,0.0,0,pink
306232,40.736389,-111.872222,0.056941,0.07,100.0,0.091667,0.2,2.0,5.790909,17.3,16.0,0.173913,0.4,0.0,0,pink
306238,40.736389,-111.872222,0.045412,0.055,51.0,0.091667,0.2,2.0,7.479167,19.6,18.0,0.1375,0.3,0.0,3,dark purple
306240,40.736389,-111.872222,0.045412,0.055,51.0,0.091667,0.2,2.0,6.913043,18.8,17.0,0.1375,0.3,0.0,3,dark purple
306246,40.736389,-111.872222,0.051647,0.064,80.0,0.05,0.1,1.0,6.775,19.3,18.0,0.091667,0.3,0.0,0,pink
306248,40.736389,-111.872222,0.051647,0.064,80.0,0.05,0.1,1.0,6.625,18.2,17.0,0.091667,0.3,0.0,0,pink
306254,40.736389,-111.872222,0.048412,0.062,74.0,0.0625,0.1,1.0,6.858333,14.8,13.0,0.091667,0.2,0.0,0,pink
306256,40.736389,-111.872222,0.048412,0.062,74.0,0.0625,0.1,1.0,6.7625,14.5,13.0,0.091667,0.2,0.0,0,pink
306262,40.736389,-111.872222,0.045588,0.056,54.0,0.075,0.1,1.0,5.856522,14.9,13.0,0.15,1.1,1.0,3,dark purple
306264,40.736389,-111.872222,0.045588,0.056,54.0,0.075,0.1,1.0,6.0,14.1,13.0,0.15,1.1,1.0,3,dark purple
306270,40.736389,-111.872222,0.044176,0.053,49.0,0.075,0.1,1.0,4.504348,10.3,9.0,0.179167,0.4,0.0,3,dark purple
306272,40.736389,-111.872222,0.044176,0.053,49.0,0.075,0.1,1.0,4.795833,10.5,9.0,0.179167,0.4,0.0,3,dark purple
306278,40.736389,-111.872222,0.051,0.065,84.0,0.129167,0.2,2.0,8.2125,25.5,24.0,0.2625,0.8,0.0,0,pink
306280,40.736389,-111.872222,0.051,0.065,84.0,0.129167,0.2,2.0,7.916667,24.5,23.0,0.2625,0.8,0.0,0,pink
306286,40.736389,-111.872222,0.049412,0.063,77.0,0.116667,0.2,2.0,10.133333,26.9,25.0,0.191304,0.6,0.0,0,pink
306288,40.736389,-111.872222,0.049412,0.063,77.0,0.116667,0.2,2.0,8.6,25.6,24.0,0.191304,0.6,0.0,0,pink
306294,40.736389,-111.872222,0.050765,0.068,93.0,0.108333,0.2,2.0,11.258333,25.9,24.0,0.2,0.9,0.0,0,pink
306296,40.736389,-111.872222,0.050765,0.068,93.0,0.108333,0.2,2.0,10.126087,24.2,23.0,0.2,0.9,0.0,0,pink
306302,40.736389,-111.872222,0.043412,0.065,84.0,0.1,0.2,2.0,12.3125,29.7,27.0,0.258333,0.8,0.0,0,pink
306304,40.736389,-111.872222,0.043412,0.065,84.0,0.1,0.2,2.0,11.670833,28.2,26.0,0.258333,0.8,0.0,0,pink
306310,40.736389,-111.872222,0.048176,0.063,77.0,0.166667,0.3,3.0,11.7125,34.8,32.0,0.258333,0.8,0.0,0,pink
306312,40.736389,-111.872222,0.048176,0.063,77.0,0.166667,0.3,3.0,11.0375,33.2,31.0,0.258333,0.8,0.0,0,pink
306318,40.736389,-111.872222,0.049118,0.072,105.0,0.120833,0.2,2.0,9.734783,16.4,15.0,0.204167,0.9,0.0,0,pink
306320,40.736389,-111.872222,0.049118,0.072,105.0,0.120833,0.2,2.0,8.945833,16.1,15.0,0.204167,0.9,0.0,0,pink
306326,40.736389,-111.872222,0.049059,0.067,90.0,0.083333,0.1,1.0,8.082609,20.5,19.0,0.329167,1.0,1.0,0,pink
306328,40.736389,-111.872222,0.049059,0.067,90.0,0.083333,0.1,1.0,7.633333,18.6,17.0,0.329167,1.0,1.0,0,pink
